(1)ClimateZone,(2)Date,(3)T.Max,(4)T.Min,(5)Rain,(6)Evap,(7)Radn
A,6/06/1986,0,0,0,0.901,0.901
A,7/06/1986,1.75,0,1.75,0.884,0.884
A,8/06/1986,1.349999905,0,1.349999905,0.868,0.868
A,9/06/1986,1.450000048,0,1.450000048,0.851,0.851
A,10/06/1986,0.699999988,0,0.699999988,0.835,0.835
A,11/06/1986,5.650000095,0,5.650000095,0.819,0.819
A,12/06/1986,0.300000012,0,0.300000012,0.802,0.802
A,13/06/1986,1.75,0,1.75,0.786,0.786
A,14/06/1986,0,0,0,0.769,0.769
A,15/06/1986,0,0,0,0.753,0.753
A,16/06/1986,0.150000006,0,0.150000006,0.736,0.736
A,17/06/1986,25.75,0,25.75,0.74,0.74
A,18/06/1986,8,0,8,0.744,0.744
A,19/06/1986,1.799999952,0,1.799999952,0.748,0.748
A,20/06/1986,0.950000048,0,0.950000048,0.752,0.752
A,21/06/1986,6.25,0,6.25,0.756,0.756
A,22/06/1986,1.549999952,0,1.549999952,0.76,0.76
A,23/06/1986,0.300000012,0,0.300000012,0.764,0.764
A,24/06/1986,0.150000006,0,0.150000006,0.768,0.768
A,25/06/1986,4.5,0,4.5,0.772,0.772
A,26/06/1986,1.649999976,0,1.649999976,0.776,0.776
A,27/06/1986,3.349999905,0,3.349999905,0.78,0.78
A,28/06/1986,0.700000048,0,0.700000048,0.784,0.784
A,29/06/1986,0.699999988,0,0.699999988,0.788,0.788
A,30/06/1986,15.5,0,15.5,0.792,0.792
A,1/07/1986,45.5,0,45.5,0.796,0.796
A,2/07/1986,11.60000038,0,11.60000038,0.8,0.8
A,3/07/1986,52.90000153,0,52.90000153,0.803,0.803
A,4/07/1986,13.75,0,13.75,0.807,0.807
A,5/07/1986,4.849999905,0,4.849999905,0.811,0.811
A,6/07/1986,25.64999962,0,25.64999962,0.815,0.815
A,7/07/1986,13.80000019,0,13.80000019,0.819,0.819
A,8/07/1986,11.39999962,0,11.39999962,0.823,0.823
A,9/07/1986,2.75,0,2.75,0.827,0.827
A,10/07/1986,0.899999976,0,0.899999976,0.831,0.831
A,11/07/1986,0.25,0,0.25,0.835,0.835
A,12/07/1986,0,0,0,0.839,0.839
A,13/07/1986,0,0,0,0.843,0.843
A,14/07/1986,0.150000006,0,0.150000006,0.847,0.847
A,15/07/1986,12.14999962,0,12.14999962,0.851,0.851
A,16/07/1986,19.85000038,0,19.85000038,0.855,0.855
A,17/07/1986,1.400000095,0,1.400000095,0.876,0.876
A,18/07/1986,10.5,0,10.5,0.897,0.897
A,19/07/1986,0.349999994,0,0.349999994,0.918,0.918
A,20/07/1986,1.950000048,0,1.950000048,0.939,0.939
A,21/07/1986,0.400000006,0,0.400000006,0.96,0.96
A,22/07/1986,20.64999962,0,20.64999962,0.981,0.981
A,23/07/1986,0.550000012,0,0.550000012,1.002,1.002
A,24/07/1986,8.699999809,0,8.699999809,1.024,1.024
A,25/07/1986,0.200000003,0,0.200000003,1.045,1.045
A,26/07/1986,0.050000001,0,0.050000001,1.066,1.066
A,27/07/1986,0.200000003,0,0.200000003,1.087,1.087
A,28/07/1986,6.300000191,0,6.300000191,1.108,1.108
A,29/07/1986,4.050000191,0,4.050000191,1.129,1.129
A,30/07/1986,0,0,0,1.15,1.15
A,31/07/1986,0,0,0,1.171,1.171
A,1/08/1986,0.25,0,0.25,1.192,1.192
A,2/08/1986,41.94999695,0,41.94999695,1.213,1.213
A,3/08/1986,5.100000381,0,5.100000381,1.235,1.235
A,4/08/1986,0.550000012,0,0.550000012,1.256,1.256
A,5/08/1986,0.450000018,0,0.450000018,1.277,1.277
A,6/08/1986,0,0,0,1.298,1.298
A,7/08/1986,0,0,0,1.319,1.319
A,8/08/1986,0.100000001,0,0.100000001,1.34,1.34
A,9/08/1986,2.199999809,0,2.199999809,1.361,1.361
A,10/08/1986,4.099999905,0,4.099999905,1.382,1.382
A,11/08/1986,2.650000095,0,2.650000095,1.403,1.403
A,12/08/1986,0.100000001,0,0.100000001,1.425,1.425
A,13/08/1986,14.25,0,14.25,1.446,1.446
A,14/08/1986,32.15000153,0,32.15000153,1.467,1.467
A,15/08/1986,7.149999619,0,7.149999619,1.488,1.488
A,16/08/1986,7.600000381,0,7.600000381,1.509,1.509
A,17/08/1986,0.850000024,0,0.850000024,1.538,1.538
A,18/08/1986,0,0,0,1.568,1.568
A,19/08/1986,0,0,0,1.598,1.598
A,20/08/1986,5,0,5,1.627,1.627
A,21/08/1986,1.400000095,0,1.400000095,1.657,1.657
A,22/08/1986,1.75,0,1.75,1.686,1.686
A,23/08/1986,13.5,0,13.5,1.716,1.716
A,24/08/1986,1.299999952,0,1.299999952,1.745,1.745
A,25/08/1986,6.5,0,6.5,1.775,1.775
A,26/08/1986,1.200000048,0,1.200000048,1.804,1.804
A,27/08/1986,0.100000001,0,0.100000001,1.834,1.834
A,28/08/1986,1.75,0,1.75,1.863,1.863
A,29/08/1986,15.35000038,0,15.35000038,1.893,1.893
A,30/08/1986,7.900000095,0,7.900000095,1.922,1.922
A,31/08/1986,1.5,0,1.5,1.952,1.952
A,1/09/1986,1.949999928,0,1.949999928,1.981,1.981
A,2/09/1986,0.100000001,0,0.100000001,2.011,2.011
A,3/09/1986,0,0,0,2.04,2.04
A,4/09/1986,0,0,0,2.07,2.07
A,5/09/1986,6.050000191,0,6.050000191,2.1,2.1
A,6/09/1986,0.25,0,0.25,2.129,2.129
A,7/09/1986,0.150000006,0,0.150000006,2.159,2.159
A,8/09/1986,0,0,0,2.188,2.188
A,9/09/1986,0,0,0,2.218,2.218
A,10/09/1986,0.050000001,0,0.050000001,2.247,2.247
A,11/09/1986,30.25,0,30.25,2.277,2.277
A,12/09/1986,24.35000038,0,24.35000038,2.306,2.306
A,13/09/1986,3.099999905,0,3.099999905,2.336,2.336
A,14/09/1986,0.850000024,0,0.850000024,2.365,2.365
A,15/09/1986,14.14999962,0,14.14999962,2.395,2.395
A,16/09/1986,16.45000076,0,16.45000076,2.424,2.424
A,17/09/1986,3.349999905,0,3.349999905,2.462,2.462
A,18/09/1986,0.200000003,0,0.200000003,2.5,2.5
A,19/09/1986,4,0,4,2.537,2.537
A,20/09/1986,4.099999905,0,4.099999905,2.575,2.575
A,21/09/1986,1.099999905,0,1.099999905,2.612,2.612
A,22/09/1986,0,0,0,2.65,2.65
A,23/09/1986,0.75,0,0.75,2.687,2.687
A,24/09/1986,6.5,0,6.5,2.725,2.725
A,25/09/1986,0.25,0,0.25,2.763,2.763
A,26/09/1986,0.050000001,0,0.050000001,2.8,2.8
A,27/09/1986,0.200000003,0,0.200000003,2.838,2.838
A,28/09/1986,0.100000001,0,0.100000001,2.875,2.875
A,29/09/1986,0,0,0,2.913,2.913
A,30/09/1986,0,0,0,2.951,2.951
A,1/10/1986,1.099999905,0,1.099999905,2.988,2.988
A,2/10/1986,0.300000012,0,0.300000012,3.026,3.026
A,3/10/1986,0,0,0,3.063,3.063
A,4/10/1986,0,0,0,3.101,3.101
A,5/10/1986,10.10000038,0,10.10000038,3.139,3.139
A,6/10/1986,1.299999952,0,1.299999952,3.176,3.176
A,7/10/1986,0,0,0,3.214,3.214
A,8/10/1986,1.799999952,0,1.799999952,3.251,3.251
A,9/10/1986,0.050000001,0,0.050000001,3.289,3.289
A,10/10/1986,1.25,0,1.25,3.327,3.327
A,11/10/1986,0.449999988,0,0.449999988,3.364,3.364
A,12/10/1986,0.050000001,0,0.050000001,3.402,3.402
A,13/10/1986,8.899999619,0,8.899999619,3.439,3.439
A,14/10/1986,1.799999952,0,1.799999952,3.477,3.477
A,15/10/1986,0.850000024,0,0.850000024,3.514,3.514
A,16/10/1986,0,0,0,3.552,3.552
A,17/10/1986,3.349999905,0,3.349999905,3.601,3.601
A,18/10/1986,12.39999962,0,12.39999962,3.65,3.65
A,19/10/1986,4.650000095,0,4.650000095,3.699,3.699
A,20/10/1986,1.649999976,0,1.649999976,3.748,3.748
A,21/10/1986,17.29999924,0,17.29999924,3.797,3.797
A,22/10/1986,8.899999619,0,8.899999619,3.846,3.846
A,23/10/1986,18.60000038,0,18.60000038,3.894,3.894
A,24/10/1986,7.050000191,0,7.050000191,3.943,3.943
A,25/10/1986,1.049999952,0,1.049999952,3.992,3.992
A,26/10/1986,1,0,1,4.041,4.041
A,27/10/1986,0,0,0,4.09,4.09
A,28/10/1986,0.600000024,0,0.600000024,4.139,4.139
A,29/10/1986,0,0,0,4.188,4.188
A,30/10/1986,0.100000001,0,0.100000001,4.237,4.237
A,31/10/1986,0.75,0,0.75,4.286,4.286
A,1/11/1986,0.100000001,0,0.100000001,4.335,4.335
A,2/11/1986,0,0,0,4.384,4.384
A,3/11/1986,0,0,0,4.432,4.432
A,4/11/1986,0,0,0,4.481,4.481
A,5/11/1986,0.200000003,0,0.200000003,4.53,4.53
A,6/11/1986,0,0,0,4.579,4.579
A,7/11/1986,0,0,0,4.628,4.628
A,8/11/1986,0,0,0,4.677,4.677
A,9/11/1986,0,0,0,4.726,4.726
A,10/11/1986,0,0,0,4.775,4.775
A,11/11/1986,0,0,0,4.824,4.824
A,12/11/1986,0,0,0,4.873,4.873
A,13/11/1986,0,0,0,4.922,4.922
A,14/11/1986,0.300000012,0,0.300000012,4.97,4.97
A,15/11/1986,0,0,0,5.019,5.019
A,16/11/1986,0.150000006,0,0.150000006,5.068,5.068
A,17/11/1986,11.10000038,0,11.10000038,5.086,5.086
A,18/11/1986,0.649999976,0,0.649999976,5.103,5.103
A,19/11/1986,0.150000006,0,0.150000006,5.121,5.121
A,20/11/1986,0.150000006,0,0.150000006,5.139,5.139
A,21/11/1986,0,0,0,5.156,5.156
A,22/11/1986,0,0,0,5.174,5.174
A,23/11/1986,0,0,0,5.191,5.191
A,24/11/1986,0,0,0,5.209,5.209
A,25/11/1986,0,0,0,5.227,5.227
A,26/11/1986,0,0,0,5.244,5.244
A,27/11/1986,0,0,0,5.262,5.262
A,28/11/1986,0,0,0,5.279,5.279
A,29/11/1986,0,0,0,5.297,5.297
A,30/11/1986,0,0,0,5.315,5.315
A,1/12/1986,1.950000048,0,1.950000048,5.332,5.332
A,2/12/1986,0,0,0,5.35,5.35
A,3/12/1986,0,0,0,5.367,5.367
A,4/12/1986,0,0,0,5.385,5.385
A,5/12/1986,9.449999809,0,9.449999809,5.403,5.403
A,6/12/1986,37.45000076,0,37.45000076,5.42,5.42
A,7/12/1986,10.85000038,0,10.85000038,5.438,5.438
A,8/12/1986,0.100000001,0,0.100000001,5.455,5.455
A,9/12/1986,0.150000006,0,0.150000006,5.473,5.473
A,10/12/1986,2,0,2,5.491,5.491
A,11/12/1986,4.099999905,0,4.099999905,5.508,5.508
A,12/12/1986,0.25,0,0.25,5.526,5.526
A,13/12/1986,0.050000001,0,0.050000001,5.543,5.543
A,14/12/1986,0,0,0,5.561,5.561
A,15/12/1986,1,0,1,5.579,5.579
A,16/12/1986,1.150000095,0,1.150000095,5.596,5.596
A,17/12/1986,0.100000001,0,0.100000001,5.609,5.609
A,18/12/1986,0,0,0,5.621,5.621
A,19/12/1986,0,0,0,5.634,5.634
A,20/12/1986,0.100000001,0,0.100000001,5.646,5.646
A,21/12/1986,0.200000003,0,0.200000003,5.659,5.659
A,22/12/1986,0,0,0,5.671,5.671
A,23/12/1986,0,0,0,5.683,5.683
A,24/12/1986,0,0,0,5.696,5.696
A,25/12/1986,0,0,0,5.708,5.708
A,26/12/1986,0,0,0,5.721,5.721
A,27/12/1986,0.150000006,0,0.150000006,5.733,5.733
A,28/12/1986,0,0,0,5.746,5.746
A,29/12/1986,0,0,0,5.758,5.758
A,30/12/1986,0.550000012,0,0.550000012,5.771,5.771
A,31/12/1986,0,0,0,5.783,5.783
A,1/01/1987,0.050000001,0,0.050000001,5.795,5.795
A,2/01/1987,5.449999809,0,5.449999809,5.808,5.808
A,3/01/1987,0.449999988,0,0.449999988,5.82,5.82
A,4/01/1987,0.350000024,0,0.350000024,5.833,5.833
A,5/01/1987,0,0,0,5.845,5.845
A,6/01/1987,0,0,0,5.858,5.858
A,7/01/1987,0,0,0,5.87,5.87
A,8/01/1987,0,0,0,5.883,5.883
A,9/01/1987,0,0,0,5.895,5.895
A,10/01/1987,2.349999905,0,2.349999905,5.908,5.908
A,11/01/1987,0.25,0,0.25,5.92,5.92
A,12/01/1987,0,0,0,5.932,5.932
A,13/01/1987,3.5,0,3.5,5.945,5.945
A,14/01/1987,0,0,0,5.957,5.957
A,15/01/1987,0,0,0,5.97,5.97
A,16/01/1987,0,0,0,5.982,5.982
A,17/01/1987,0,0,0,5.968,5.968
A,18/01/1987,0,0,0,5.953,5.953
A,19/01/1987,0,0,0,5.939,5.939
A,20/01/1987,1.600000024,0,1.600000024,5.924,5.924
A,21/01/1987,0,0,0,5.91,5.91
A,22/01/1987,0,0,0,5.895,5.895
A,23/01/1987,0.25,0,0.25,5.881,5.881
A,24/01/1987,18.04999924,0,18.04999924,5.866,5.866
A,25/01/1987,0,0,0,5.852,5.852
A,26/01/1987,1,0,1,5.838,5.838
A,27/01/1987,0,0,0,5.823,5.823
A,28/01/1987,0,0,0,5.809,5.809
A,29/01/1987,0,0,0,5.794,5.794
A,30/01/1987,0,0,0,5.78,5.78
A,31/01/1987,0,0,0,5.765,5.765
A,1/02/1987,0,0,0,5.751,5.751
A,2/02/1987,0,0,0,5.736,5.736
A,3/02/1987,0,0,0,5.722,5.722
A,4/02/1987,0,0,0,5.707,5.707
A,5/02/1987,0,0,0,5.693,5.693
A,6/02/1987,0,0,0,5.678,5.678
A,7/02/1987,1.25,0,1.25,5.664,5.664
A,8/02/1987,0.150000006,0,0.150000006,5.649,5.649
A,9/02/1987,0,0,0,5.635,5.635
A,10/02/1987,0,0,0,5.62,5.62
A,11/02/1987,0,0,0,5.606,5.606
A,12/02/1987,0,0,0,5.592,5.592
A,13/02/1987,0,0,0,5.577,5.577
A,14/02/1987,0,0,0,5.563,5.563
A,15/02/1987,0,0,0,5.548,5.548
A,16/02/1987,0,0,0,5.534,5.534
A,17/02/1987,0,0,0,5.479,5.479
A,18/02/1987,0.649999976,0,0.649999976,5.425,5.425
A,19/02/1987,11.35000038,0,11.35000038,5.371,5.371
A,20/02/1987,0.050000001,0,0.050000001,5.317,5.317
A,21/02/1987,0.649999976,0,0.649999976,5.262,5.262
A,22/02/1987,0.050000001,0,0.050000001,5.208,5.208
A,23/02/1987,0,0,0,5.154,5.154
A,24/02/1987,0,0,0,5.099,5.099
A,25/02/1987,0,0,0,5.045,5.045
A,26/02/1987,0,0,0,4.991,4.991
A,27/02/1987,17.79999924,0,17.79999924,4.937,4.937
A,28/02/1987,0.850000024,0,0.850000024,4.882,4.882
A,1/03/1987,1.649999976,0,1.649999976,4.828,4.828
A,2/03/1987,0.050000001,0,0.050000001,4.774,4.774
A,3/03/1987,0,0,0,4.719,4.719
A,4/03/1987,0,0,0,4.665,4.665
A,5/03/1987,0,0,0,4.611,4.611
A,6/03/1987,0,0,0,4.557,4.557
A,7/03/1987,2,0,2,4.502,4.502
A,8/03/1987,0.75,0,0.75,4.448,4.448
A,9/03/1987,0,0,0,4.394,4.394
A,10/03/1987,0,0,0,4.339,4.339
A,11/03/1987,0.150000006,0,0.150000006,4.285,4.285
A,12/03/1987,0.150000006,0,0.150000006,4.231,4.231
A,13/03/1987,0.050000001,0,0.050000001,4.177,4.177
A,14/03/1987,0.150000006,0,0.150000006,4.122,4.122
A,15/03/1987,0.050000001,0,0.050000001,4.068,4.068
A,16/03/1987,0.100000001,0,0.100000001,4.014,4.014
A,17/03/1987,0.050000001,0,0.050000001,3.963,3.963
A,18/03/1987,0,0,0,3.913,3.913
A,19/03/1987,2.75,0,2.75,3.863,3.863
A,20/03/1987,0.050000001,0,0.050000001,3.812,3.812
A,21/03/1987,0,0,0,3.762,3.762
A,22/03/1987,0.400000006,0,0.400000006,3.712,3.712
A,23/03/1987,0.050000001,0,0.050000001,3.661,3.661
A,24/03/1987,0.100000001,0,0.100000001,3.611,3.611
A,25/03/1987,0.200000003,0,0.200000003,3.561,3.561
A,26/03/1987,0.050000001,0,0.050000001,3.51,3.51
A,27/03/1987,18.25,0,18.25,3.46,3.46
A,28/03/1987,7.149999619,0,7.149999619,3.41,3.41
A,29/03/1987,5.800000191,0,5.800000191,3.359,3.359
A,30/03/1987,0.5,0,0.5,3.309,3.309
A,31/03/1987,0.050000001,0,0.050000001,3.259,3.259
A,1/04/1987,0,0,0,3.208,3.208
A,2/04/1987,0,0,0,3.158,3.158
A,3/04/1987,0,0,0,3.108,3.108
A,4/04/1987,0.25,0,0.25,3.057,3.057
A,5/04/1987,0.350000024,0,0.350000024,3.007,3.007
A,6/04/1987,4.5,0,4.5,2.956,2.956
A,7/04/1987,0.150000006,0,0.150000006,2.906,2.906
A,8/04/1987,0.050000001,0,0.050000001,2.856,2.856
A,9/04/1987,0,0,0,2.805,2.805
A,10/04/1987,0,0,0,2.755,2.755
A,11/04/1987,0,0,0,2.705,2.705
A,12/04/1987,0.649999976,0,0.649999976,2.654,2.654
A,13/04/1987,0.25,0,0.25,2.604,2.604
A,14/04/1987,0,0,0,2.554,2.554
A,15/04/1987,0,0,0,2.503,2.503
A,16/04/1987,0,0,0,2.453,2.453
A,17/04/1987,0,0,0,2.412,2.412
A,18/04/1987,0.25,0,0.25,2.372,2.372
A,19/04/1987,0.300000012,0,0.300000012,2.331,2.331
A,20/04/1987,0,0,0,2.29,2.29
A,21/04/1987,0,0,0,2.25,2.25
A,22/04/1987,0,0,0,2.209,2.209
A,23/04/1987,0,0,0,2.169,2.169
A,24/04/1987,0,0,0,2.128,2.128
A,25/04/1987,0,0,0,2.087,2.087
A,26/04/1987,0,0,0,2.047,2.047
A,27/04/1987,31.5,0,31.5,2.006,2.006
A,28/04/1987,5.849999905,0,5.849999905,1.965,1.965
A,29/04/1987,0.25,0,0.25,1.925,1.925
A,30/04/1987,0,0,0,1.884,1.884
A,1/05/1987,29.04999924,0,29.04999924,1.843,1.843
A,2/05/1987,7,0,7,1.803,1.803
A,3/05/1987,6.899999619,0,6.899999619,1.762,1.762
A,4/05/1987,0.400000006,0,0.400000006,1.722,1.722
A,5/05/1987,0,0,0,1.681,1.681
A,6/05/1987,0,0,0,1.64,1.64
A,7/05/1987,0,0,0,1.6,1.6
A,8/05/1987,0,0,0,1.559,1.559
A,9/05/1987,0,0,0,1.518,1.518
A,10/05/1987,0,0,0,1.478,1.478
A,11/05/1987,27.45000076,0,27.45000076,1.437,1.437
A,12/05/1987,7.650000095,0,7.650000095,1.396,1.396
A,13/05/1987,5.699999809,0,5.699999809,1.356,1.356
A,14/05/1987,14.54999924,0,14.54999924,1.315,1.315
A,15/05/1987,10.55000019,0,10.55000019,1.274,1.274
A,16/05/1987,6.949999809,0,6.949999809,1.234,1.234
A,17/05/1987,1.899999976,0,1.899999976,1.218,1.218
A,18/05/1987,1.949999928,0,1.949999928,1.203,1.203
A,19/05/1987,0,0,0,1.188,1.188
A,20/05/1987,0,0,0,1.172,1.172
A,21/05/1987,0,0,0,1.157,1.157
A,22/05/1987,13.89999962,0,13.89999962,1.141,1.141
A,23/05/1987,1.600000024,0,1.600000024,1.126,1.126
A,24/05/1987,11.75,0,11.75,1.11,1.11
A,25/05/1987,25.60000038,0,25.60000038,1.095,1.095
A,26/05/1987,8.899999619,0,8.899999619,1.08,1.08
A,27/05/1987,0.550000012,0,0.550000012,1.064,1.064
A,28/05/1987,0.200000003,0,0.200000003,1.049,1.049
A,29/05/1987,8.149999619,0,8.149999619,1.033,1.033
A,30/05/1987,1.299999952,0,1.299999952,1.018,1.018
A,31/05/1987,0.800000012,0,0.800000012,1.003,1.003
A,1/06/1987,0,0,0,0.987,0.987
A,2/06/1987,0.649999976,0,0.649999976,0.972,0.972
A,3/06/1987,0.100000001,0,0.100000001,0.956,0.956
A,4/06/1987,0.150000006,0,0.150000006,0.941,0.941
A,5/06/1987,0,0,0,0.925,0.925
A,6/06/1987,0,0,0,0.91,0.91
A,7/06/1987,0,0,0,0.895,0.895
A,8/06/1987,0.050000001,0,0.050000001,0.879,0.879
A,9/06/1987,6.25,0,6.25,0.864,0.864
A,10/06/1987,7,0,7,0.848,0.848
A,11/06/1987,4.449999809,0,4.449999809,0.833,0.833
A,12/06/1987,0.350000024,0,0.350000024,0.817,0.817
A,13/06/1987,0.100000001,0,0.100000001,0.802,0.802
A,14/06/1987,0.100000001,0,0.100000001,0.787,0.787
A,15/06/1987,0,0,0,0.771,0.771
A,16/06/1987,0,0,0,0.756,0.756
A,17/06/1987,1.700000048,0,1.700000048,0.76,0.76
A,18/06/1987,3,0,3,0.763,0.763
A,19/06/1987,4.149999619,0,4.149999619,0.767,0.767
A,20/06/1987,5.350000381,0,5.350000381,0.771,0.771
A,21/06/1987,50.79999924,0,50.79999924,0.775,0.775
A,22/06/1987,9.399999619,0,9.399999619,0.779,0.779
A,23/06/1987,59.39999771,0,59.39999771,0.783,0.783
A,24/06/1987,11.85000038,0,11.85000038,0.786,0.786
A,25/06/1987,7.149999619,0,7.149999619,0.79,0.79
A,26/06/1987,6.550000191,0,6.550000191,0.794,0.794
A,27/06/1987,3.949999809,0,3.949999809,0.798,0.798
A,28/06/1987,2.150000095,0,2.150000095,0.802,0.802
A,29/06/1987,0.150000006,0,0.150000006,0.805,0.805
A,30/06/1987,1.799999952,0,1.799999952,0.809,0.809
A,1/07/1987,0.100000001,0,0.100000001,0.813,0.813
A,2/07/1987,0,0,0,0.817,0.817
A,3/07/1987,0,0,0,0.821,0.821
A,4/07/1987,0,0,0,0.825,0.825
A,5/07/1987,0,0,0,0.828,0.828
A,6/07/1987,0,0,0,0.832,0.832
A,7/07/1987,0,0,0,0.836,0.836
A,8/07/1987,0.150000006,0,0.150000006,0.84,0.84
A,9/07/1987,4.25,0,4.25,0.844,0.844
A,10/07/1987,1.799999952,0,1.799999952,0.847,0.847
A,11/07/1987,1.600000024,0,1.600000024,0.851,0.851
A,12/07/1987,0.550000012,0,0.550000012,0.855,0.855
A,13/07/1987,14.14999962,0,14.14999962,0.859,0.859
A,14/07/1987,37.90000153,0,37.90000153,0.863,0.863
A,15/07/1987,21.84999847,0,21.84999847,0.867,0.867
A,16/07/1987,20.5,0,20.5,0.87,0.87
A,17/07/1987,2.949999809,0,2.949999809,0.891,0.891
A,18/07/1987,23.5,0,23.5,0.912,0.912
A,19/07/1987,12.95000076,0,12.95000076,0.933,0.933
A,20/07/1987,0.899999976,0,0.899999976,0.953,0.953
A,21/07/1987,0,0,0,0.974,0.974
A,22/07/1987,0,0,0,0.995,0.995
A,23/07/1987,0,0,0,1.015,1.015
A,24/07/1987,0.100000001,0,0.100000001,1.036,1.036
A,25/07/1987,28.20000076,0,28.20000076,1.057,1.057
A,26/07/1987,11.95000076,0,11.95000076,1.078,1.078
A,27/07/1987,0.150000006,0,0.150000006,1.098,1.098
A,28/07/1987,0.649999976,0,0.649999976,1.119,1.119
A,29/07/1987,1.549999952,0,1.549999952,1.14,1.14
A,30/07/1987,19.10000038,0,19.10000038,1.161,1.161
A,31/07/1987,0.25,0,0.25,1.181,1.181
A,1/08/1987,9,0,9,1.202,1.202
A,2/08/1987,3.25,0,3.25,1.223,1.223
A,3/08/1987,3.799999952,0,3.799999952,1.243,1.243
A,4/08/1987,9.25,0,9.25,1.264,1.264
A,5/08/1987,3.949999809,0,3.949999809,1.285,1.285
A,6/08/1987,2.849999905,0,2.849999905,1.306,1.306
A,7/08/1987,5.800000191,0,5.800000191,1.326,1.326
A,8/08/1987,4.75,0,4.75,1.347,1.347
A,9/08/1987,0.949999988,0,0.949999988,1.368,1.368
A,10/08/1987,0,0,0,1.389,1.389
A,11/08/1987,0,0,0,1.409,1.409
A,12/08/1987,0,0,0,1.43,1.43
A,13/08/1987,0,0,0,1.451,1.451
A,14/08/1987,0.25,0,0.25,1.471,1.471
A,15/08/1987,1.850000024,0,1.850000024,1.492,1.492
A,16/08/1987,0.100000001,0,0.100000001,1.513,1.513
A,17/08/1987,0.5,0,0.5,1.546,1.546
A,18/08/1987,3.849999905,0,3.849999905,1.578,1.578
A,19/08/1987,0.200000003,0,0.200000003,1.611,1.611
A,20/08/1987,0,0,0,1.644,1.644
A,21/08/1987,2.349999905,0,2.349999905,1.677,1.677
A,22/08/1987,12.5,0,12.5,1.71,1.71
A,23/08/1987,14.44999981,0,14.44999981,1.742,1.742
A,24/08/1987,0.600000024,0,0.600000024,1.775,1.775
A,25/08/1987,0.100000001,0,0.100000001,1.808,1.808
A,26/08/1987,1.899999976,0,1.899999976,1.841,1.841
A,27/08/1987,0.949999988,0,0.949999988,1.874,1.874
A,28/08/1987,1.100000024,0,1.100000024,1.906,1.906
A,29/08/1987,0.25,0,0.25,1.939,1.939
A,30/08/1987,3.200000048,0,3.200000048,1.972,1.972
A,31/08/1987,0.75,0,0.75,2.005,2.005
A,1/09/1987,0,0,0,2.038,2.038
A,2/09/1987,0.349999994,0,0.349999994,2.07,2.07
A,3/09/1987,0.100000001,0,0.100000001,2.103,2.103
A,4/09/1987,0.350000024,0,0.350000024,2.136,2.136
A,5/09/1987,4.400000095,0,4.400000095,2.169,2.169
A,6/09/1987,2.5,0,2.5,2.202,2.202
A,7/09/1987,7.199999809,0,7.199999809,2.234,2.234
A,8/09/1987,9.800000191,0,9.800000191,2.267,2.267
A,9/09/1987,0.050000001,0,0.050000001,2.3,2.3
A,10/09/1987,0,0,0,2.333,2.333
A,11/09/1987,0,0,0,2.366,2.366
A,12/09/1987,0.100000001,0,0.100000001,2.398,2.398
A,13/09/1987,0.400000006,0,0.400000006,2.431,2.431
A,14/09/1987,0.150000006,0,0.150000006,2.464,2.464
A,15/09/1987,0,0,0,2.497,2.497
A,16/09/1987,0,0,0,2.529,2.529
A,17/09/1987,0.050000001,0,0.050000001,2.567,2.567
A,18/09/1987,0.150000006,0,0.150000006,2.605,2.605
A,19/09/1987,2.700000048,0,2.700000048,2.643,2.643
A,20/09/1987,0.400000006,0,0.400000006,2.681,2.681
A,21/09/1987,0,0,0,2.718,2.718
A,22/09/1987,0,0,0,2.756,2.756
A,23/09/1987,0.050000001,0,0.050000001,2.794,2.794
A,24/09/1987,0,0,0,2.832,2.832
A,25/09/1987,0,0,0,2.869,2.869
A,26/09/1987,0.100000001,0,0.100000001,2.907,2.907
A,27/09/1987,1.299999952,0,1.299999952,2.945,2.945
A,28/09/1987,1.75,0,1.75,2.983,2.983
A,29/09/1987,8.649999619,0,8.649999619,3.02,3.02
A,30/09/1987,0,0,0,3.058,3.058
A,1/10/1987,0,0,0,3.096,3.096
A,2/10/1987,0.25,0,0.25,3.134,3.134
A,3/10/1987,9.199999809,0,9.199999809,3.172,3.172
A,4/10/1987,3.900000095,0,3.900000095,3.209,3.209
A,5/10/1987,0.100000001,0,0.100000001,3.247,3.247
A,6/10/1987,0,0,0,3.285,3.285
A,7/10/1987,0,0,0,3.323,3.323
A,8/10/1987,0,0,0,3.36,3.36
A,9/10/1987,0,0,0,3.398,3.398
A,10/10/1987,0.349999994,0,0.349999994,3.436,3.436
A,11/10/1987,2.599999905,0,2.599999905,3.474,3.474
A,12/10/1987,0.100000001,0,0.100000001,3.511,3.511
A,13/10/1987,0.150000006,0,0.150000006,3.549,3.549
A,14/10/1987,0,0,0,3.587,3.587
A,15/10/1987,17.40000153,0,17.40000153,3.625,3.625
A,16/10/1987,19.95000076,0,19.95000076,3.663,3.663
A,17/10/1987,10.89999962,0,10.89999962,3.712,3.712
A,18/10/1987,15.60000038,0,15.60000038,3.762,3.762
A,19/10/1987,0.100000001,0,0.100000001,3.812,3.812
A,20/10/1987,0,0,0,3.862,3.862
A,21/10/1987,0,0,0,3.912,3.912
A,22/10/1987,0.350000024,0,0.350000024,3.962,3.962
A,23/10/1987,0,0,0,4.012,4.012
